Name,ScorePct,Score,Price,
Radeon RX 6700, (41%),19116,NA,
RTX A4000, (41%),19111,749.99*,
Quadro RTX 6000, (41%),19106,6300.00*,
Radeon RX 6850M XT, (41%),18871,NA,
GeForce RTX 2080, (41%),18821,797.05*,
NVIDIA A10G, (41%),18724,NA,
NVIDIA TITAN Xp, (41%),18709,1645.00*,
GeForce RTX 3070 Ti Laptop GPU, (40%),18540,NA,
GeForce GTX 1080 Ti, (40%),18514,483.82*,
GeForce RTX 2070 SUPER, (40%),18259,618.47*,
RTX A5500 Laptop GPU, (39%),18208,NA,
RTX 3500 Ada Generation Laptop GPU, (39%),17923,NA,
RTX A4500 Laptop GPU, (39%),17891,NA,
A40-48Q, (39%),17864,NA,
Radeon RX 6650 XT, (39%),17811,279.99,
Radeon Pro W5700X, (38%),17591,NA,
Radeon RX 6600S, (38%),17368,NA,
RTX A5500, (38%),17337,2169.99*,
GeForce RTX 3060, (37%),17211,334.99,
RTX 2000 Ada Generation Laptop GPU, (37%),17182,NA,
TITAN V CEO Edition, (37%),16988,NA,
Radeon RX 5700 XT, (37%),16965,459.99*,
Tesla P40, (37%),16864,NA,
Radeon Pro VII, (36%),16853,NA,
Radeon VII, (36%),16808,1899.95*,
GeForce RTX 3080 Laptop GPU, (36%),16711,NA,
Radeon RX 5700 XT 50th Anniversary, (36%),16614,NA,
GeForce RTX 2060 SUPER, (36%),16605,388.07,
Radeon RX 6600 XT, (36%),16516,254.99,
Tesla V100-SXM2-16GB, (35%),16235,NA,
Quadro RTX 5000, (35%),16201,NA,
GeForce RTX 2070, (35%),16178,269.99*,
Radeon Pro Vega II Duo, (35%),15977,NA,
Radeon PRO W6600, (35%),15965,NA,
RTX A5000 Laptop GPU, (35%),15953,NA,
Miracast display port driver V3, (34%),15910,NA,
GeForce RTX 2060 12GB, (34%),15897,NA,
RTX A4000 Laptop GPU, (34%),15849,NA,
GeForce RTX 4050 Laptop GPU, (34%),15757,NA,
Quadro P6000, (34%),15714,3250.00*,
Radeon Pro W5700, (34%),15650,649.99*,
Quadro GP100, (34%),15608,NA,
Radeon Pro Vega II, (34%),15592,NA,
GeForce RTX 3070 Laptop GPU, (34%),15563,NA,
GeForce GTX 1080, (33%),15478,442.79*,
Quadro RTX 4000, (33%),15469,899.00*,
Radeon RX 6600, (33%),15193,329.00*,
Radeon RX 6800S, (33%),15185,NA,
GeForce RTX 2080 (Mobile), (33%),15107,NA,
Quadro RTX 5000 (Mobile), (32%),14832,NA,
Radeon RX 5700, (32%),14727,309.99*,
GeForce GTX 1070 Ti, (32%),14689,578.40*,
RTX A3000 12GB Laptop GPU, (32%),14676,NA,
Radeon RX Vega 64, (32%),14637,749.99*,
Radeon Pro Vega 64X, (32%),14631,NA,
Radeon RX 6700S, (31%),14509,NA,
Radeon 6700, (31%),14159,NA,
GeForce RTX 2060, (30%),14103,289.99,
GeForce RTX 2070 Super with Max-Q Design, (30%),14023,NA,
RTX A2000 12GB, (30%),14003,NA,
Radeon Pro WX 8200, (30%),13926,1599.39*,
GeForce GTX 980 Ti, (30%),13887,796.15,
Quadro RTX 5000 with Max-Q Design, (30%),13859,NA,
Radeon RX 5600 XT, (30%),13839,545.00*,
RTX A2000, (30%),13790,419.00,
GeForce RTX 2080 Super with Max-Q Design, (30%),13715,NA,
NVIDIA TITAN X, (29%),13660,608.10*,
Radeon RX Vega 56, (29%),13594,752.99*,
Radeon Pro WX 9100, (29%),13554,NA,
GeForce GTX 1070, (29%),13520,488.09*,
Radeon Vega Frontier Edition, (29%),13463,1679.99*,
Radeon RX 6600M, (29%),13455,199.99,
Radeon RX 6700M, (29%),13426,299.99,
GeForce RTX 3060 Laptop GPU, (29%),13315,309.99*,
A10-8Q, (29%),13235,NA,
GeForce RTX 2080 with Max-Q Design, (28%),13190,2099.99*,
GeForce GTX TITAN X, (28%),13158,1096.99*,
Radeon PRO W6600X, (28%),13113,NA,
GeForce RTX 3050, (28%),13031,279.99,
GeForce GTX 1660 Ti, (28%),12948,321.60,
Radeon Pro Vega 64, (28%),12919,NA,
Quadro P5200, (28%),12846,NA,
GeForce GTX 1660 SUPER, (28%),12813,239.99,
Radeon RX 6800M, (28%),12776,NA,
Radeon RX 5600 OEM, (27%),12738,NA,
Quadro RTX 4000 with Max-Q Design, (27%),12688,NA,
Radeon Pro 5700 XT, (27%),12687,NA,
Quadro P5200 with Max-Q Design, (27%),12659,NA,
Tesla T10, (27%),12650,NA,
Radeon RX 6650M, (27%),12618,NA,
Radeon Pro Vega 56, (27%),12607,NA,
RTX A3000 Laptop GPU, (27%),12496,NA,
Quadro P4200 with Max-Q Design, (27%),12406,NA,
Quadro RTX 4000 (Mobile), (27%),12384,NA,
GeForce RTX 2070 (Mobile), (27%),12354,NA,
Radeon RX 6850M, (26%),12274,NA,
Quadro P5000, (26%),12268,1868.99*,
Radeon Pro V520 MxGPU, (26%),12258,NA,
GeForce RTX 3050 OEM, (26%),12000,NA,
GeForce RTX 2070 with Max-Q Design, (26%),11897,NA,
Quadro M6000 24GB, (26%),11879,NA,
Radeon Pro 5700, (25%),11844,NA,
Quadro M6000, (25%),11832,4827.53*,
GeForce GTX 1660, (25%),11744,309.99,
GeForce GTX 1080 with Max-Q Design, (25%),11549,NA,
Quadro P4000, (25%),11533,556.19*,
Radeon RX 5600, (25%),11393,NA,
GeForce RTX 2060 (Mobile), (24%),11355,NA,
Radeon Pro Vega 48, (24%),11353,NA,
GeForce GTX 980, (24%),11149,247.35*,
Quadro RTX 3000, (24%),11052,NA,
RTX A1000 Embedded GPU, (24%),11047,NA,
GRID P40-12Q, (24%),11028,NA,
RTX A1000 6GB Laptop GPU, (23%),10895,NA,
RTX A2000 8GB Laptop GPU, (23%),10884,NA,
Tesla T4, (23%),10867,4646.99*,
Radeon Pro SSG, (23%),10498,2410.15*,
Tesla M40 24GB, (22%),10475,NA,
GeForce GTX 1070 (Mobile), (22%),10465,NA,
Quadro P4200, (22%),10444,NA,
Tesla M40, (22%),10212,600.00*,
GeForce GTX 1660 Ti (Mobile), (22%),10166,NA,
GeForce GTX 1650 SUPER, (22%),10106,285.38*,
RTX A2000 Laptop GPU, (22%),10102,NA,
GeForce RTX 3050 Ti Laptop GPU, (22%),10099,NA,
GeForce GTX 1070 with Max-Q Design, (22%),10086,NA,
GeForce GTX 1060, (22%),10072,279.99*,
Radeon R9 Fury X, (22%),10058,NA,
GeForce RTX 2060 with Max-Q Design, (21%),9772,NA,
GeForce GTX 1060 3GB, (21%),9742,269.99*,
Radeon R9 Fury + Fury X, (21%),9741,449.99*,
GeForce GTX 970, (21%),9643,237.99*,
Radeon R9 Fury, (21%),9602,443.10*,
Radeon RX 590, (21%),9569,549.99*,
RTX A1000 Laptop GPU, (20%),9494,NA,
Radeon RX 6500 XT, (20%),9476,159.99,
Radeon Ryzen 9 4900HSS, (20%),9461,NA,
Radeon R9 390X, (20%),9452,NA,
GeForce GTX 780 Ti, (20%),9437,339.99*,
Quadro P2200, (20%),9378,459.80*,
GeForce RTX 3050 Laptop GPU, (20%),9346,269.99*,
Quadro M5000, (20%),9320,499.00*,
Radeon Pro 5600M, (20%),9281,NA,
Radeon RX 5500 XT, (20%),9218,184.99*,
GeForce RTX 3050 6GB Laptop GPU, (20%),9212,NA,
NVIDIA A40, (20%),9170,NA,
Quadro P3200 with Max-Q Design, (20%),9164,NA,
Radeon Pro W5500, (20%),9151,409.99*,
Quadro P4000 with Max-Q Design, (19%),9083,NA,
Radeon R9 390, (19%),9078,NA,
GeForce GTX TITAN Black, (19%),9057,524.99*,
GeForce GTX TITAN Z, (19%),8987,1515.00*,
Radeon RX 580, (19%),8916,179.99*,
GeForce GTX 1060 5GB, (19%),8909,487.99*,
Radeon RX 5500, (19%),8795,NA,
Tesla P4, (19%),8767,NA,
Radeon R9 290X, (19%),8736,NA,
Quadro P3200, (19%),8711,389.30*,
Radeon RX 480, (19%),8695,339.99*,
GeForce GTX 1660 Ti with Max-Q Design, (19%),8687,NA,
Intel Arc A770, (18%),8652,339.99,
Radeon R9 295X2, (18%),8638,499.10*,
Quadro RTX 3000 with Max-Q Design, (18%),8622,NA,
Radeon R9 290, (18%),8404,NA,
Radeon R9 290X / 390X, (18%),8389,319.99*,
Radeon RX590 GME, (18%),8365,NA,
Radeon Ryzen 7 6800HS, (18%),8360,NA,
Radeon Pro 5500 XT, (18%),8326,NA,
Radeon Pro Duo, (18%),8294,1199.06*,
Tesla V100-PCIE-32GB, (18%),8260,NA,
Intel Arc A750, (18%),8234,249.99*,
GeForce GTX Titan, (18%),8205,745.00*,
GeForce GTX 1060 (Mobile), (17%),8161,NA,
Radeon R9 290 / 390, (17%),8150,380.00*,
Ryzen 5 4600HS with Radeon Graphics, (17%),8121,NA,
Radeon RX 470/570, (17%),8080,388.99*,
Radeon Ryzen 9 6900HS, (17%),8066,NA,
Quadro K6000, (17%),8066,210.66*,
GeForce GTX 780, (17%),8027,279.99*,
Ryzen 9 6900HS, (17%),8005,NA,
FirePro W9100, (17%),7928,1729.99*,
Radeon RX 6500M, (17%),7927,NA,
GeForce GTX 1060 with Max-Q Design, (17%),7917,NA,
Quadro M5500, (17%),7915,NA,
Radeon Pro WX 7100, (17%),7908,1047.99*,
GeForce GTX 1650, (17%),7849,159.99,
Radeon PRO W6400, (17%),7813,NA,
Radeon RX 580 2048SP, (17%),7807,NA,
Radeon RX 580X, (17%),7798,NA,
Tesla M60, (17%),7771,787.90*,
Radeon RX 5600M, (17%),7765,NA,
Radeon Pro 580, (17%),7753,NA,
T1200 Laptop GPU, (16%),7722,NA,
T1000, (16%),7697,342.99,
Radeon Ryzen 9 4900HS, (16%),7687,NA,
Radeon RX 5300, (16%),7663,NA,
T1000 8GB, (16%),7612,NA,
Radeon Pro 580X, (16%),7540,NA,
GeForce GTX 1650 Ti, (16%),7537,NA,
Tesla M6, (16%),7509,199.00*,
Radeon Pro 5300, (16%),7493,NA,
Radeon RX 6400, (16%),7436,154.37,
Radeon Ryzen 7 4800HS, (16%),7362,NA,
GeForce GTX 980M, (16%),7338,289.99*,
Radeon Ryzen 9 7950X 16-Core, (16%),7331,NA,
FirePro W8100, (16%),7313,704.00*,
Tesla P100-PCIE-16GB, (15%),7225,NA,
Quadro T2000, (15%),7183,528.35*,
Tesla K80, (15%),7025,593.95*,
Quadro P2000, (15%),7024,459.99*,
Quadro M5000M, (15%),7018,546.92*,
Intel Arc A770M, (15%),7005,NA,
Ryzen 7 4800HS with Radeon Graphics, (15%),6999,NA,
GeForce RTX 3050 4GB Laptop GPU, (15%),6983,NA,
GeForce GTX 1650 (Mobile), (15%),6969,NA,
T600 Laptop GPU, (15%),6934,NA,
Ryzen 7 6800HS with Radeon Graphics, (15%),6867,NA,
Quadro T2000 with Max-Q Design, (15%),6861,NA,
Radeon Pro 5500M, (14%),6819,NA,
GeForce RTX 2050, (14%),6810,NA,
GeForce GTX 970XM FORCE, (14%),6707,NA,
RTX A500 Laptop GPU, (14%),6707,NA,
Radeon R9 285, (14%),6680,NA,
Quadro T1000 with Max-Q Design, (14%),6656,NA,
Quadro M4000, (14%),6637,362.00*,
Quadro T1000, (14%),6581,441.99*,
Radeon Pro WX 7130, (14%),6578,NA,
Quadro P3000, (14%),6552,NA,
Radeon RX Vega M GH, (14%),6537,NA,
T600, (14%),6501,239.99,
GeForce GTX 1650 Ti with Max-Q Design, (13%),6370,NA,
Radeon Pro 570, (13%),6337,NA,
GeForce GTX 1050 Ti, (13%),6293,199.99,
Quadro M4000M, (13%),6275,254.91*,
Radeon R9 380X, (13%),6262,349.99*,
Radeon R9 280X, (13%),6247,NA,
Radeon R9 380, (13%),6243,89.99*,
FirePro W9000, (13%),6138,845.00*,
GeForce MX570 A, (13%),6096,NA,
Radeon Ryzen 9 7900 12-Core, (13%),6055,NA,
GeForce GTX 1650 with Max-Q Design, (13%),6037,NA,
GeForce GTX 960, (13%),6024,172.00*,
Radeon Pro 5300M, (13%),5973,NA,
Ryzen 9 5900HS with Radeon Graphics, (13%),5945,NA,
GRID P100-16Q, (13%),5945,NA,
Quadro K5200, (13%),5938,415.00*,
GeForce GTX 1050 Ti (Mobile), (12%),5919,NA,
GeForce GTX 770, (12%),5878,249.00*,
P106-100, (12%),5859,NA,
Ryzen 9 6900HS with Radeon Graphics, (12%),5827,NA,
A16, (12%),5797,NA,
Radeon PRO Ryzen 7 PRO 6850U, (12%),5794,NA,
GeForce MX570, (12%),5774,NA,
GeForce GTX 970M, (12%),5731,209.99*,
Ryzen 9 PRO 6950H, (12%),5661,NA,
Radeon Ryzen 7 PRO 6850H, (12%),5646,NA,
Radeon Ryzen 7 7735H, (12%),5632,NA,
Radeon Pro WX 5100, (12%),5611,359.99*,
Radeon Ryzen 7 6800HS Creator Edition, (12%),5607,NA,
Radeon R9 280, (12%),5589,NA,
Radeon Ryzen 7 6800H, (12%),5588,NA,
Ryzen 7 PRO 6850U, (12%),5581,NA,
NVIDIA A40-12Q, (12%),5573,NA,
Radeon HD 7990, (12%),5566,399.99*,
GeForce GTX 690, (12%),5557,280.99*,
Radeon R9 285 / 380, (12%),5550,485.00*,
GeForce GTX 680, (12%),5530,399.00*,
GRID M60-8A, (12%),5523,NA,
GeForce GTX 760 Ti OEM, (11%),5427,NA,
Quadro M3000M, (11%),5422,159.95*,
Ryzen 9 6900HX, (11%),5416,NA,
GeForce GTX 1050 Ti with Max-Q Design, (11%),5382,NA,
Radeon Ryzen 7 7736U, (11%),5377,NA,
GRID P40-4Q, (11%),5365,NA,
Ryzen 7 6800HS Creator Edition, (11%),5345,NA,
GeForce GTX 950, (11%),5338,141.99*,
GeForce GTX 670, (11%),5298,193.98*,
FirePro W7100, (11%),5294,389.30*,
Radeon Ryzen 7 7735HS, (11%),5279,NA,
Radeon HD 7970 / R9 280X, (11%),5248,246.99*,
Ryzen 7 6800H, (11%),5248,NA,
Ryzen 7 6800HS, (11%),5237,NA,
Radeon Pro Vega 20, (11%),5228,NA,
Radeon HD 8990, (11%),5214,NA,
Radeon Ryzen 9 6900HX, (11%),5169,NA,
Q12U-1, (11%),5164,NA,
Radeon R9 M295X, (11%),5150,1449.00*,
GeForce GTX 760 Ti, (11%),5145,297.50*,
GeForce GTX 1050 3GB, (11%),5138,NA,
Radeon Ryzen 7 7735U, (11%),5110,NA,
Radeon RX 5500M, (11%),5109,NA,
Radeon Ryzen 7 PRO 6850U, (11%),5083,NA,
Ryzen 7 PRO 6860Z, (11%),5077,NA,
Radeon Ryzen 7 PRO 6850HS, (11%),5071,NA,
Ryzen 9 PRO 6950HS with Radeon Graphics, (11%),5068,NA,
GeForce GTX 1630, (11%),5065,143.40,
Quadro P2000 with Max-Q Design, (11%),5062,NA,
FirePro S9000, (11%),5059,NA,
Radeon R9 M395, (11%),5052,NA,
EIZO Quadro MED-XN51LP, (11%),5048,NA,
Ryzen 7 6800U, (11%),5048,NA,
GeForce GTX 1050, (11%),5044,239.99,
Ryzen 7 PRO 6850U with Radeon Graphics, (10%),4966,NA,
Barco MXRT 7600, (10%),4944,602.59*,
Radeon R9 270X, (10%),4921,326.50*,
FirePro S9050, (10%),4901,NA,
Radeon Pro WX Vega M GL, (10%),4897,NA,
Ryzen 7 5800HS with Radeon Graphics, (10%),4839,NA,
T550 Laptop GPU, (10%),4805,NA,
Radeon Instinct MI25 MxGPU, (10%),4799,NA,
Ryzen 7 6800H with Radeon Graphics, (10%),4796,NA,
Radeon Ryzen 7 PRO 6860Z, (10%),4793,NA,
GRID RTX6000P-6Q, (10%),4777,NA,
Radeon R9 M395X, (10%),4775,NA,
GeForce GTX 760, (10%),4771,149.00*,
Radeon Ryzen 7 6800U, (10%),4769,NA,
FirePro S10000, (10%),4768,NA,
Radeon HD 7950 / R9 280, (10%),4765,132.20*,
Radeon Sky 500, (10%),4736,NA,
Ryzen 7 PRO 6860Z with Radeon Graphics, (10%),4730,NA,
GRID P40-24Q, (10%),4728,NA,
Radeon R9 370, (10%),4722,159.99*,
Ryzen 7 6800U with Radeon Graphics, (10%),4709,NA,
Radeon Pro Vega 16, (10%),4683,NA,
Radeon HD 7870, (10%),4645,176.00*,
B8DKMDAP, (10%),4557,NA,
Radeon Pro 465, (9%),4538,NA,
GeForce GTX 580, (9%),4535,139.92*,
GeForce MX550, (9%),4526,NA,
FirePro S7000, (9%),4524,246.54*,
GRID T4-8Q, (9%),4519,NA,
Radeon Ryzen 5 6600H, (9%),4508,NA,
Radeon R7 370, (9%),4503,NA,
Radeon HD 7870 XT, (9%),4470,NA,
GeForce GTX 1050 (Mobile), (9%),4462,NA,
GRID M60-1B, (9%),4457,NA,
P104-100, (9%),4450,299.99*,
Citrix Indirect Display Adapter, (9%),4447,NA,
GRID P6-4Q, (9%),4429,NA,
Quadro P1000, (9%),4415,289.99*,
GeForce GTX 660 Ti, (9%),4363,144.00*,
FirePro W7000 Adapter, (9%),4362,NA,
Radeon Ryzen 5 7535HS, (9%),4343,NA,
Radeon Ryzen 9 7900X 12-Core, (9%),4343,NA,
GRID GTX P40-6, (9%),4340,NA,
Tesla K20m, (9%),4331,NA,
Quadro M2200, (9%),4324,249.99*,
Quadro K4200, (9%),4319,249.00*,
GRID M60-2Q, (9%),4316,NA,
Radeon R9 270, (9%),4306,NA,
GRID RTX6000P-4Q, (9%),4283,NA,
GeForce GTX 775M, (9%),4275,NA,
Radeon R9 270 / R7 370, (9%),4260,213.16*,
GRID M60-1Q, (9%),4251,NA,
FirePro W7000, (9%),4239,278.05*,
RTXA6000-8Q, (9%),4237,NA,
NVIDIA A40-4Q, (9%),4230,NA,
Ryzen 9 6900HX with Radeon Graphics, (9%),4209,NA,
Radeon RX 5300M, (9%),4198,NA,
Radeon Ryzen 7 4800H, (9%),4157,NA,
GRID V100D-8Q, (9%),4156,NA,
GeForce GTX 680MX, (9%),4142,NA,
Radeon RX 460, (9%),4118,166.81*,
FirePro W8000, (8%),4096,573.00*,
Radeon PRO Ryzen 5 PRO 6650U, (8%),4067,NA,
GeForce GTX 480, (8%),4042,169.99*,
Radeon HD 7800-serie, (8%),4029,NA,
GRID P40-2Q, (8%),4023,NA,
GeForce GTX 660, (8%),3991,167.95*,
A40-24Q, (8%),3973,NA,
GRID RTX8000-4Q, (8%),3961,NA,
Quadro K5000, (8%),3946,249.00*,
GRID P6-2Q, (8%),3926,NA,
Quadro M2000, (8%),3923,264.24*,
GeForce GTX 570, (8%),3913,149.99*,
Radeon Ryzen 9 PRO 6950HS, (8%),3902,NA,
GeForce GTX 750 Ti, (8%),3899,88.11*,
GRID M60-8Q, (8%),3884,NA,
Radeon HD 8970M, (8%),3876,139.99*,
Intel Arc A380, (8%),3861,NA,
GeForce GTX 1050 with Max-Q Design, (8%),3857,NA,
Radeon HD 7970M, (8%),3847,NA,
GRID RTX8000P-2Q, (8%),3843,NA,
GRID P100-8Q, (8%),3841,NA,
Radeon HD 7850, (8%),3837,169.99*,
GRID M60-4Q, (8%),3831,NA,
GRID V100-2Q, (8%),3811,NA,
Radeon Ryzen 5 6600HS Creator Edition, (8%),3807,NA,
GeForce GTX 780M, (8%),3794,499.00*,
GeForce GTX 880M, (8%),3764,NA,
Radeon Pro WX 4100, (8%),3759,499.99*,
Tesla K40c, (8%),3756,NA,
Barco MXRT 7500, (8%),3753,299.00*,
Ryzen 7 PRO 6850HS with Radeon Graphics, (8%),3736,NA,
Ryzen 5 PRO 6650H with Radeon Graphics, (8%),3727,NA,
GeForce GTX 965M, (8%),3726,NA,
GeForce MX450, (8%),3713,NA,
Eng Sample: 100-000000545-40_Y, (8%),3692,NA,
Ryzen 5 6600HS Creator Edition, (8%),3686,NA,
Radeon Pro 560X, (8%),3678,NA,
Ryzen 5 6600H with Radeon Graphics, (8%),3674,NA,
Radeon R9 M485X, (8%),3661,NA,
Intel Arc A370M, (8%),3646,NA,
T400 4GB, (7%),3636,NA,
Radeon RX 560, (7%),3633,211.40,
Ryzen 5 PRO 6650U with Radeon Graphics, (7%),3630,NA,
T500, (7%),3627,NA,
T400, (7%),3620,179.99*,
NVIDIA A40-8Q, (7%),3596,NA,
Quadro P620, (7%),3585,394.94,
GRID RTX8000-2Q, (7%),3574,NA,
Radeon Ryzen 5 PRO 6650U, (7%),3574,NA,
GeForce GTX 680M KY_Bullet Edition, (7%),3569,NA,
GRID M6-8Q, (7%),3568,NA,
Quadro K2200, (7%),3531,268.30*,
Radeon RX Vega M GL, (7%),3527,NA,
Quadro 7000, (7%),3505,NA,
Ryzen 5 PRO 6650U, (7%),3493,NA,
Tesla M10, (7%),3490,2695.00*,
Radeon Pro 560, (7%),3475,NA,
Radeon Ryzen 5 6600U, (7%),3471,NA,
GeForce GTX 870M, (7%),3458,NA,
Radeon Pro 460, (7%),3453,NA,
GRID T4-2Q, (7%),3451,NA,
Quadro M2000M, (7%),3447,213.16*,
Quadro K2200M, (7%),3441,124.95*,
Radeon Ryzen 7 5800HS, (7%),3436,NA,
Tesla C2050 / C2070, (7%),3428,NA,
GeForce GTX 960M, (7%),3405,1169.00*,
Radeon R9 M470X, (7%),3400,NA,
GRID K520, (7%),3399,149.99*,
Radeon HD8970M, (7%),3369,NA,
Radeon E8870PCIe, (7%),3368,NA,
GRID P40-2B, (7%),3354,NA,
GeForce GTX 750, (7%),3351,79.99*,
GRID M10-1Q, (7%),3351,NA,
Radeon R9 M390X, (7%),3346,NA,
GeForce GTX 590, (7%),3341,435.00*,
Radeon Pro, (7%),3329,229.99*,
GeForce GTX 650 Ti BOOST, (7%),3328,NA,
Tesla C2050, (7%),3323,269.99*,
GRID P4-8Q, (7%),3299,NA,
Quadro M1200, (7%),3285,NA,
GRID T4-4Q, (7%),3260,NA,
GeForce 770M, (7%),3246,176.99*,
Eng Sample: 100-000000534-40_Y, (7%),3237,NA,
Ryzen 5 6600U with Radeon Graphics, (7%),3233,NA,
Quadro P600, (7%),3233,210.81*,
Radeon R9 M290X, (7%),3217,NA,
Radeon R9 260, (6%),3182,NA,
Radeon RX 560X, (6%),3181,NA,
GeForce GTX 680M, (6%),3175,135.99*,
FirePro V7000, (6%),3162,NA,
FirePro W7170M, (6%),3162,NA,
Radeon Pro 555, (6%),3141,1049.00*,
Radeon R7 260X, (6%),3141,139.99*,
Tesla C2075, (6%),3118,646.00*,
Radeon Pro 455, (6%),3113,449.00*,
Tesla C2070, (6%),3101,604.00*,
Intel G35 Express, (6%),3090,NA,
Radeon HD 7790, (6%),3090,139.99*,
Radeon R7 360, (6%),3068,145.99*,
Quadro K5100M, (6%),3067,1108.84*,
GeForce GTX 470, (6%),3066,59.99*,
EIZO MED-X5000, (6%),3038,NA,
GeForce GTX 860M, (6%),3035,114.00*,
Radeon R9 360, (6%),3032,133.89*,
GeForce GTX 560 Ti, (6%),3023,129.99*,
Radeon HD 6990, (6%),3013,498.49*,
GRID M10-4Q, (6%),2977,NA,
FirePro W5100, (6%),2964,125.99*,
FirePro W5000, (6%),2963,184.00*,
GRID K260Q, (6%),2949,NA,
Quadro M1000M, (6%),2921,85.99*,
NVIDIA A10-4Q, (6%),2919,NA,
Tesla K20Xm, (6%),2918,NA,
Radeon R7 260, (6%),2892,89.99*,
Ryzen 9 5900HX with Radeon Graphics, (6%),2889,NA,
Ryzen 7 PRO 4700G with Radeon Graphics, (6%),2880,NA,
Quadro K1200, (6%),2863,285.29*,
Eng Sample: 100-000000261-50_Y, (6%),2860,NA,
Radeon Pro V340 MxGPU, (6%),2853,NA,
GRID K280Q, (6%),2840,NA,
GeForce MX350, (6%),2825,NA,
Radeon HD 6970, (6%),2821,149.99*,
FirePro 3D V9800, (6%),2812,2499.00*,
Quadro M620, (6%),2804,NA,
Ryzen 7 5700G with Radeon Graphics, (6%),2800,NA,
GeForce GTX 770M, (6%),2788,138.00*,
Radeon Ryzen 7 PRO 7730U, (6%),2784,NA,
Ryzen 7 5800H with Radeon Graphics, (6%),2782,NA,
Radeon R9 M380, (6%),2770,NA,
Radeon Eng Sample: 100-000000300-40_Y, (6%),2762,NA,
FirePro W4300, (6%),2757,239.99*,
Quadro K5000M, (6%),2756,508.91*,
Radeon Ryzen 9 5900H, (6%),2755,NA,
Radeon Ryzen 9 5980HS, (6%),2749,NA,
GRID K2, (6%),2737,4449.99,
Radeon Ryzen 7 7700X 8-Core, (6%),2734,NA,
Custom GPU 0405, (5%),2731,NA,
FirePro S7150, (5%),2727,1697.99*,
FirePro V9800, (5%),2727,474.00*,
Radeon Pro 450, (5%),2723,NA,
FirePro M6100 FireGL V, (5%),2723,NA,
Ryzen 9 4900H with Radeon Graphics, (5%),2714,NA,
GeForce GTX 560, (5%),2714,205.00*,
GRID T4-1Q, (5%),2703,NA,
Barco MXRT 5500, (5%),2702,299.00*,
Radeon Ryzen 7 4700GE, (5%),2695,NA,
Quadro K4000, (5%),2695,270.00*,
GRID M10-2Q, (5%),2692,NA,
NVS 310, (5%),2692,62.06*,
Quadro 6000, (5%),2691,4092.38*,
Intel Iris Xe, (5%),2690,NA,
Radeon RX 550, (5%),2684,163.27,
GeForce GTX 465, (5%),2684,195.00*,
Ryzen 7 Pro 4750G with Radeon Graphics, (5%),2682,NA,
Quadro K4100M, (5%),2659,261.29*,
GeForce GTX 675MX, (5%),2657,NA,
Ryzen 7 5700GE with Radeon Graphics, (5%),2656,NA,
Radeon Ryzen 7 5800H, (5%),2655,NA,
FirePro R5000, (5%),2647,109.99*,
GRID P6-4A, (5%),2639,NA,
MONSTER GeForce GTX 675M, (5%),2637,NA,
Radeon HD 6950, (5%),2634,139.99*,
GRID M10-8Q, (5%),2606,NA,
Ryzen 5 5600GE with Radeon Graphics, (5%),2602,NA,
GRID T4-2B, (5%),2601,NA,
Radeon Ryzen 7 PRO 4750G, (5%),2598,NA,
